image_id,box_id,text,confidence,x1,y1,x2,y2,label
IMG_0028.png,0,D5,0.118963,538.0,84.0,628.0,132.0,0
IMG_0028.png,1,C,0.04743,890.0,164.0,950.0,214.0,0
IMG_0028.png,2,Jald,0.182942,1665.0,281.0,1773.0,345.0,0
IMG_0028.png,3,pastry biscuits with,0.96551,318.0,622.0,829.0,691.0,0
IMG_0028.png,4,a redcurrant flavoured,0.997185,840.0,630.0,1438.0,686.0,0
IMG_0028.png,5,filling,0.999997,1443.0,625.0,1612.0,704.0,0
IMG_0028.png,6,STORAGE,0.97596,192.0,685.0,477.0,745.0,0
IMG_0028.png,7,"For Best Before, see side of pack Store in",0.729072,195.0,758.0,1069.0,820.0,0
IMG_0028.png,8,a cool,0.9244,1076.0,770.0,1222.0,818.0,0
IMG_0028.png,9,place. Once,0.681924,1308.0,765.0,1564.0,826.0,0
IMG_0028.png,10,"opened, store in an airtight container:",0.785586,191.0,805.0,973.0,867.0,0
IMG_0028.png,11,INGREDIENTS,0.982835,192.0,853.0,595.0,914.0,0
IMG_0028.png,12,Wheatflour (contains Cluten),0.845421,375.0,929.0,994.0,989.0,1
IMG_0028.png,13,Invert Sugar Syrup,0.874515,1020.0,936.0,1431.0,1002.0,1
IMG_0028.png,14,Palm Oil,0.812401,1462.0,942.0,1650.0,990.0,1
IMG_0028.png,15,Inut,0.440535,218.0,966.0,330.0,1044.0,0
IMG_0028.png,16,Sugar,0.999987,372.0,973.0,506.0,1035.0,1
IMG_0028.png,17,Sunflower Oil,0.878151,533.0,976.0,824.0,1027.0,1
IMG_0028.png,18,Concentrated Fruit Juice (Redcurrant;,0.953759,853.0,981.0,1651.0,1041.0,1
IMG_0028.png,19,Blackcurrant; Cherry),0.883786,376.0,1018.0,823.0,1083.0,1
IMG_0028.png,20,Salt,0.999992,852.0,1026.0,942.0,1074.0,1
IMG_0028.png,21,Gelling Agent: Pectins (from Fruit),0.896926,969.0,1017.0,1702.0,1090.0,1
IMG_0028.png,22,Acidity Regulator: Citric Acid,0.784276,373.0,1057.0,982.0,1129.0,1
IMG_0028.png,23,Dried Whole Milk,0.754075,1014.0,1072.0,1386.0,1125.0,1
IMG_0028.png,24,Emulsifier:,0.796454,1416.0,1080.0,1638.0,1128.0,1
IMG_0028.png,25,Sunflower Lecithin:,0.790151,197.0,1107.0,586.0,1160.0,1
IMG_0028.png,26,For allergens,0.966551,227.0,1173.0,508.0,1238.0,0
IMG_0028.png,27,see,0.997362,515.0,1191.0,591.0,1227.0,0
IMG_0028.png,28,ingredients in bold: Not suitable,0.755324,596.0,1182.0,1278.0,1238.0,0
IMG_0028.png,29,"for those with a Nut, Peanut and Egg allergy:",0.69036,224.0,1218.0,1180.0,1294.0,0
IMG_0028.png,30,Suitable for vegetarians,0.767197,228.0,1299.0,737.0,1364.0,0
IMG_0028.png,31,R,0.996093,1761.0,1483.0,1800.0,1572.0,0
IMG_0028.png,32,Sa,0.858161,1761.0,1571.0,1799.0,1613.0,0
IMG_0028.png,33,M,0.977501,235.0,1629.0,277.0,1679.0,0
IMG_0028.png,34,0436,0.999977,322.0,1620.0,499.0,1693.0,0
IMG_0028.png,35,373,0.982578,519.0,1629.0,649.0,1691.0,0
IMG_0028.png,36,S,0.958179,709.0,1635.0,749.0,1687.0,0
IMG_0028.png,37,puff,0.999986,196.2,621.5,315.8,689.5,0
IMG_0028.png,38,dry,0.999978,1221.3,765.1,1309.7,827.9,0
IMG_0028.png,39,suitab,0.703615,242.7,953.1,306.3,981.9,0
IMG_0028.png,40,allergy,0.999991,227.1,1032.1,333.9,1080.9,0
IMG_0029.png,0,STORAGE,0.996267,243.0,657.0,628.0,736.0,0
IMG_0029.png,1,bisc,0.566093,1695.0,677.0,1800.0,737.0,0
IMG_0029.png,2,F,0.998196,1619.0,707.0,1657.0,755.0,0
IMG_0029.png,3,For Best Before; see side of,0.788317,248.0,754.0,1056.0,828.0,0
IMG_0029.png,4,Store in,0.782382,1233.0,755.0,1469.0,815.0,0
IMG_0029.png,5,INC,0.964731,1695.0,737.0,1800.0,799.0,0
IMG_0029.png,6,per,0.999999,92.0,801.0,193.0,856.0,0
IMG_0029.png,7,a,0.999857,251.0,841.0,287.0,883.0,0
IMG_0029.png,8,cool,0.985165,303.0,827.0,443.0,891.0,0
IMG_0029.png,9,place; away from sunlight:,0.881356,567.0,814.0,1330.0,894.0,0
IMG_0029.png,10,Gluten,0.996463,1589.0,801.0,1793.0,863.0,1
IMG_0029.png,11,3,0.983034,0.0,906.0,28.0,940.0,0
IMG_0029.png,12,"Once opened, store in",0.944184,249.0,884.0,888.0,958.0,0
IMG_0029.png,13,an,0.999999,900.0,892.0,976.0,942.0,0
IMG_0029.png,14,airtight container:,0.973295,988.0,876.0,1508.0,954.0,0
IMG_0029.png,15,de calc,0.964095,1589.0,865.0,1800.0,925.0,0
IMG_0029.png,16,Beurre,0.997808,1590.0,928.0,1791.0,990.0,0
IMG_0029.png,17,553,0.999959,0.0,1002.0,81.0,1050.0,0
IMG_0029.png,18,INGREDIENTS,0.999584,243.0,959.0,792.0,1038.0,0
IMG_0029.png,19,Fecule,0.999052,1589.0,987.0,1785.0,1051.0,0
IMG_0029.png,20,143,0.99867,0.0,1047.0,79.0,1089.0,0
IMG_0029.png,21,3,0.287058,125.0,1015.0,161.0,1093.0,0
IMG_0029.png,22,Wheatflour contains Gluten (with,0.876112,499.0,1060.0,1462.0,1128.0,0
IMG_0029.png,23,Pour le,0.999618,1588.0,1052.0,1800.0,1116.0,0
IMG_0029.png,24,25,0.999942,13.0,1097.0,81.0,1141.0,0
IMG_0029.png,25,9,0.999901,126.0,1108.0,158.0,1144.0,0
IMG_0029.png,26,suitablo,0.981997,317.0,1094.0,428.0,1142.0,0
IMG_0029.png,27,232,0.942454,1.0,1147.0,79.0,1191.0,0
IMG_0029.png,28,mg,0.994393,92.0,1150.0,158.0,1198.0,0
IMG_0029.png,29,6,0.467591,418.0,1130.0,446.0,1164.0,0
IMG_0029.png,30,Wheatflour; Calcium Carbonate;,0.752656,498.0,1120.0,1425.0,1196.0,0
