image_id,box_id,text,confidence,x1,y1,x2,y2,label
syn_0001.png,0,Ingredients:,0.981704,120.0,59.0,620.0,114.0,0
syn_0001.png,1,PuffedBrownRice(3%),0.653997,165.0,183.0,581.0,256.0,1
syn_0001.png,2,Almonds,0.821561,704.0,186.0,899.0,251.0,1
syn_0001.png,3,E450,0.995047,1234.0,186.0,1384.0,240.0,1
syn_0001.png,4,AllergenInformation:Containsmilk,0.745466,150.0,304.0,802.0,375.0,0
syn_0002.png,0,INGREDIENTS:,0.966283,120.0,220.0,620.0,275.0,0
syn_0002.png,1,RoastedHazelnuts(3%),0.597364,161.0,335.0,560.0,410.0,1
syn_0002.png,2,OAT FLAKES (77%),0.869822,689.0,333.0,1039.0,387.0,1
syn_0002.png,3,Cocoa Mass,0.88125,1231.0,334.0,1439.0,389.0,1
syn_0002.png,4,"For Best Before, see side of pack",0.892732,150.0,462.0,729.0,517.0,0
syn_0003.png,0,INGREDIENTS,0.981034,120.0,153.0,620.0,208.0,0
syn_0003.png,1,Dextrose,0.673211,133.0,264.0,309.0,331.0,1
syn_0003.png,2,Maida,0.809236,686.0,257.0,836.0,306.0,1
syn_0003.png,3,Streptococcus thermophilus,0.900964,1244.0,261.0,1748.0,337.0,1
syn_0003.png,4,Keep refrigerated 0C to +5C,0.690998,150.0,377.0,648.0,427.0,0
syn_0004.png,0,Ingredients:,0.958725,120.0,79.0,620.0,134.0,0
syn_0004.png,1,Edible Vegetable Oil (Palm Oil),0.714396,160.0,165.0,742.0,222.0,1
syn_0004.png,2,Maize Dextrin,0.963127,710.0,169.0,1010.0,236.0,1
syn_0004.png,3,Iodised Salt,0.851459,1269.0,159.0,1518.0,208.0,1
syn_0004.png,4,FILM Do Not Recycle,0.642918,150.0,260.0,593.0,343.0,0
syn_0005.png,0,Ingredients:,0.999782,120.0,93.0,620.0,148.0,0
syn_0005.png,1,Ghee,0.710044,154.0,203.0,304.0,271.0,1
syn_0005.png,2,Thiamin,0.978332,698.0,205.0,881.0,256.0,1
syn_0005.png,3,Dried Whole Milk,0.743141,1242.0,197.0,1595.0,276.0,1
syn_0005.png,4,M&S (Ireland) Ltd PO Box 13022 Dublin 2 Ireland,0.810403,150.0,288.0,990.0,357.0,0
syn_0006.png,0,INGREDIENTS,0.94923,120.0,115.0,620.0,170.0,0
syn_0006.png,1,smoked beef marrow (sulphites),0.70064,161.0,221.0,766.0,273.0,1
syn_0006.png,2,Liquid Glucose,0.719034,680.0,208.0,974.0,272.0,1
syn_0006.png,3,Vanilla Flavourina,0.84657,1259.0,207.0,1629.0,255.0,1
syn_0006.png,4,"For Best Before, see side of pack",0.735578,150.0,301.0,739.0,357.0,0
syn_0007.png,0,INGREDIENTS:,0.992331,120.0,68.0,620.0,123.0,0
syn_0007.png,1,British Beef (93%),0.772992,170.0,164.0,540.0,233.0,1
syn_0007.png,2,carbonated water,0.959475,689.0,165.0,1049.0,215.0,1
syn_0007.png,3,BEEFMARROW,0.921659,1270.0,159.0,1471.0,239.0,1
syn_0007.png,4,Made in the UK,0.847687,150.0,252.0,441.0,335.0,0
syn_0008.png,0,INGREDIENTS,0.992075,120.0,217.0,620.0,272.0,0
syn_0008.png,1,Sunflower Oil,0.698837,167.0,341.0,477.0,412.0,1
syn_0008.png,2,crackedblackpepper,0.705351,697.0,339.0,1068.0,421.0,1
syn_0008.png,3,Dried Whole Milk,0.632022,1232.0,337.0,1562.0,419.0,1
syn_0008.png,4,Suitable for vegans,0.784515,150.0,430.0,571.0,507.0,0
syn_0009.png,0,INGREDIENTS,0.980199,120.0,94.0,620.0,149.0,0
syn_0009.png,1,Anthocyanins (from Black Carrots),0.906352,165.0,202.0,807.0,266.0,1
syn_0009.png,2,STREPTOCOCCUS THERMOPHILUS,0.659889,680.0,192.0,1208.0,258.0,1
syn_0009.png,3,Milkmaid,0.707366,1270.0,194.0,1451.0,262.0,1
syn_0009.png,4,CONTAINS ADDED FLAVOURS,0.791927,150.0,325.0,591.0,382.0,0
syn_0010.png,0,Ingredients:,0.948853,120.0,136.0,620.0,191.0,0
syn_0010.png,1,cornflour,0.92538,164.0,224.0,365.0,305.0,1
syn_0010.png,2,sugar,0.64469,710.0,222.0,879.0,277.0,1
syn_0010.png,3,Cracked Black Pepper,0.931776,1267.0,231.0,1691.0,299.0,1
